PCA1,PCA2,Predicted,True
2755.366,88.758385,stop,stop
1753.2212,233.59686,stop,stop
164.75116,-1101.9727,stop,stop
807.7082,780.7488,stop,stop
-1250.6521,-629.0527,stop,stop
-128.49933,1713.3324,stop,stop
2671.7837,-636.7949,stop,stop
-768.0389,-337.8901,stop,stop
-2388.6667,-1856.9263,stop,stop
1314.635,-810.48346,stop,stop
-1287.325,50.30645,stop,stop
-658.6761,-1825.1196,stop,stop
-191.48468,176.54768,stop,stop
-1482.4202,743.8849,stop,stop
2070.6033,1196.5503,stop,stop
252.29608,-811.09827,stop,stop
-515.93634,67.70264,stop,stop
109.00117,526.4204,stop,stop
-1182.53,-545.14215,stop,stop
654.79755,38.65273,stop,stop
-399.40802,-938.74866,stop,stop
-1311.9851,-1436.3977,stop,stop
-283.59357,-1374.1622,stop,stop
1489.565,72.27869,stop,stop
-952.28644,1576.0706,stop,stop
26.994818,-1438.739,stop,stop
146.1911,1221.4843,stop,stop
104.2707,-494.80646,stop,stop
94.69013,789.96265,stop,stop
619.31683,-755.2061,stop,stop
951.5451,-844.1684,stop,stop
-731.179,-329.7143,stop,stop
-206.68048,1424.4506,stop,stop
-34.93731,-1481.8704,stop,stop
-557.86456,-1312.3656,stop,stop
2157.6174,542.1776,stop,stop
-217.93488,1140.4781,stop,stop
475.25116,-419.22443,stop,stop
-2429.2952,-938.0669,stop,stop
-616.73175,67.886406,stop,stop
-1061.9392,814.3617,stop,stop
32.305367,1273.4823,stop,stop
510.89325,195.52753,stop,stop
520.6142,-58.329105,stop,stop
-886.3836,-583.50006,stop,stop
-843.99005,566.6908,stop,stop
1312.915,940.52673,stop,stop
383.72186,-1263.3457,stop,stop
-1670.7957,449.93167,stop,stop
-1998.5588,769.2053,stop,stop
-3953.3538,91.07461,up,stop
-1679.9866,53.946327,stop,stop
627.7153,-387.72537,stop,stop
245.45233,-1913.5234,stop,stop
3853.5864,568.11786,stop,stop
1319.8184,-353.41904,stop,stop
933.83514,341.55234,stop,stop
80.09638,-1060.5009,stop,stop
356.62128,1988.7195,stop,stop
-220.09259,1838.6342,stop,stop
-2.5886774,1374.4615,stop,stop
-147.66876,-1724.6802,stop,stop
618.26874,-596.3373,stop,stop
-32.898247,1074.7938,stop,stop
632.5761,-1775.2008,stop,stop
575.14496,27.612597,stop,stop
-84.05987,26.583277,stop,stop
166.37714,189.29454,stop,stop
598.5246,-925.36926,stop,stop
-56.45391,-844.2487,stop,stop
386.20184,1357.3417,stop,stop
-1736.7878,-717.9896,stop,stop
363.46796,-177.34546,stop,stop
667.2502,1303.1163,stop,stop
711.9272,1138.616,stop,stop
-913.73566,1562.1129,stop,stop
253.32831,1613.8035,stop,stop
-1703.0188,76.83226,stop,stop
1141.7366,-202.45877,stop,stop
1368.051,655.0612,stop,stop
-2176.5354,254.3364,stop,stop
-890.9705,477.6001,stop,stop
-797.16876,52.711033,stop,stop
142.09393,821.1632,stop,stop
479.4167,67.56093,stop,stop
196.76044,-402.96548,stop,stop
1840.447,1085.9713,stop,stop
-1199.6672,-7.147474,stop,stop
621.539,876.9127,stop,stop
-58.253716,-1085.118,stop,stop
172.53094,-460.50543,stop,stop
111.85761,-372.80914,stop,stop
917.22455,2206.7073,stop,stop
69.85615,1540.6941,stop,stop
17.916204,13.682482,stop,stop
493.76874,71.4073,stop,stop
-938.34015,-236.52264,stop,stop
158.14813,-559.0557,yes,stop
-1449.76,-1156.951,stop,stop
1291.5759,64.81517,stop,stop
279.7492,1263.9849,stop,stop
8.2497015,2012.1667,stop,stop
1060.0854,775.064,stop,stop
-1995.6492,818.06195,stop,stop
810.8625,-1186.687,stop,stop
1364.4404,63.32112,stop,stop
407.5617,840.6319,stop,stop
742.19745,-935.47534,stop,stop
-819.4715,-1651.9608,stop,stop
1065.9265,94.49811,stop,stop
1625.5071,-961.2627,stop,stop
1020.2392,834.6349,stop,stop
96.80732,1485.2869,stop,stop
-2770.8547,1916.0963,no,stop
285.99042,-1601.7728,stop,stop
-520.55695,1675.1548,stop,stop
-5.6292048,-1264.194,stop,stop
239.14716,-827.51086,stop,stop
-179.25616,-775.3303,stop,stop
-473.37335,1380.4015,stop,stop
-673.7513,522.68054,stop,stop
-523.8128,-874.2325,stop,stop
876.10956,-885.4983,stop,stop
-370.0506,1776.9027,stop,stop
769.36566,-1766.4286,stop,stop
192.86493,-1048.7374,stop,stop
734.80756,-1234.145,stop,stop
-592.1912,-946.7927,stop,stop
-2095.3718,518.57935,stop,stop
1510.2139,-317.86197,stop,stop
1147.6624,1427.6628,stop,stop
648.7028,827.607,stop,stop
329.3449,76.57773,stop,stop
-1356.9744,-507.50787,stop,stop
1561.7937,-1357.4657,stop,stop
-766.63556,-458.73553,stop,stop
783.22894,-601.57684,stop,stop
88.14716,161.17584,stop,stop
1157.5281,634.6934,stop,stop
875.4423,66.42238,stop,stop
754.84564,-1936.9243,stop,stop
-1393.5535,1402.367,stop,stop
-2325.1985,-1471.7286,stop,stop
354.90643,698.1771,stop,stop
-204.57013,-241.66504,stop,stop
-243.43439,390.53833,stop,stop
450.8625,-513.1774,stop,stop
1374.856,-261.7745,stop,stop
413.0324,-1155.0463,stop,stop
133.07391,642.20276,stop,stop
-1471.614,-895.9049,stop,stop
575.31683,1549.5779,stop,stop
-215.41193,-950.76074,stop,stop
641.26654,660.93933,stop,stop
-168.68097,-339.0949,stop,stop
456.6989,1310.7395,stop,stop
235.52509,123.64652,stop,stop
1165.9827,-1394.6337,stop,stop
287.9787,1020.8852,stop,stop
2988.5356,-165.79706,stop,stop
359.1413,209.63678,stop,stop
1955.9038,381.4579,stop,stop
919.88007,994.78564,stop,stop
981.47015,1435.8397,stop,stop
511.0434,-571.4412,stop,stop
610.62177,1546.0315,stop,stop
1124.8933,-1152.0497,stop,stop
-1736.8049,-689.37146,stop,stop
87.57148,-628.0464,stop,stop
975.72406,101.478065,stop,stop
-318.06085,-1653.4896,stop,stop
47.079292,-213.19266,stop,stop
1332.4907,-293.2975,stop,stop
482.81903,-567.5433,stop,stop
1119.3645,-801.7804,stop,stop
1532.3674,730.6154,stop,stop
561.69794,-1068.0039,stop,stop
1223.2539,56.96349,stop,stop
1691.908,-545.8974,stop,stop
809.8283,-718.6657,stop,stop
-2206.4856,-1105.5591,stop,stop
1232.0701,-1323.8768,stop,stop
-251.00372,-652.55725,stop,stop
-323.7635,889.1692,stop,stop
2587.9563,-751.3541,stop,stop
-397.7874,-455.94537,stop,stop
-243.19269,-1070.1628,stop,stop
-184.95978,-790.08704,stop,stop
-616.99493,-469.9912,stop,stop
300.03827,-247.66068,stop,stop
-448.01154,-1251.6097,stop,stop
1871.8245,520.61487,stop,stop
2940.4453,432.16702,stop,stop
301.90253,1980.3794,stop,stop
-29.594538,-661.1995,stop,stop
-792.0745,-601.39484,stop,stop
1667.7568,711.70825,stop,stop
667.1662,779.13904,stop,stop
676.62494,564.66,up,stop
-161.70734,1774.3048,stop,stop
-168.85284,-864.0557,stop,stop
644.76556,-710.204,stop,stop
-688.7923,-1092.165,stop,stop
-129.84454,-1666.4025,stop,stop
830.40594,-1384.7372,stop,stop
842.4836,-1063.3837,stop,stop
912.51337,845.8362,stop,stop
1094.395,85.55869,left,stop
1342.363,-555.81415,stop,stop
210.7619,1029.4375,stop,stop
344.1408,-701.2849,stop,stop
1778.0698,1019.13165,stop,stop
-168.69366,-1138.1407,stop,stop
1415.165,1102.9681,stop,stop
1029.1956,-1221.0656,stop,stop
1839.8408,499.82352,stop,stop
-104.94317,1160.6713,stop,stop
1093.4302,63.681316,up,stop
-1438.8132,1234.5431,stop,stop
-312.87384,110.39424,stop,stop
-729.6131,-882.4144,stop,stop
1687.3945,-1221.8973,stop,stop
679.10077,-1165.7036,stop,stop
-487.2005,415.908,stop,stop
1039.0662,1335.8466,stop,stop
-1206.1921,809.5673,stop,stop
2524.088,394.847,stop,stop
1109.4331,-478.7032,stop,stop
-34.532524,862.6486,stop,stop
-1014.6253,2187.34,stop,stop
876.2397,-273.27167,stop,stop
-756.0506,911.3201,stop,stop
-545.0008,-611.5371,stop,stop
-271.9754,884.074,down,stop
-1386.9187,-390.92603,stop,stop
-1763.0598,28.092134,up,stop
-48.816216,1160.408,stop,stop
-414.58038,-1641.5634,stop,stop
624.081,-1696.5715,stop,stop
-783.22687,214.8276,stop,stop
28.273138,524.51953,stop,stop
288.34198,65.07073,stop,stop
-393.82697,1654.4233,stop,stop
-68.9334,-662.8927,stop,stop
1185.8267,-315.03885,stop,stop
-1590.6174,1370.4681,stop,stop
-126.56182,-139.87654,stop,stop
-502.74445,-1205.6963,stop,stop
-173.31427,-1769.8944,stop,stop
135.45087,-1094.9391,stop,stop
-717.1292,-455.5857,stop,stop
1147.2048,-94.906044,stop,stop
464.674,754.5297,up,stop
166.82,1625.381,stop,stop
23.353216,822.1801,stop,stop
-164.41339,325.5054,stop,stop
288.47528,-354.77988,stop,stop
-3722.8489,-729.48584,stop,stop
1430.7356,-1245.2041,stop,stop
-1356.2917,734.4057,stop,stop
-1186.0935,-1315.3276,stop,stop
737.8488,651.4856,up,stop
-1772.7024,-327.17975,stop,stop
2023.5466,-1196.1654,stop,stop
940.91864,43.350132,stop,stop
-2.1668024,541.9645,stop,stop
-245.56573,-1030.5491,stop,stop
-580.3802,-966.02466,stop,stop
1427.928,78.88191,stop,stop
-235.41876,851.5769,stop,stop
6.549018,-820.28534,stop,stop
3364.6763,116.39264,stop,stop
-32.95098,1917.5941,stop,stop
-1568.447,263.08426,stop,stop
-767.14484,75.496895,stop,stop
-1136.97,360.7611,stop,stop
477.66913,510.3028,down,stop
-721.3592,-281.05463,right,stop
-167.08038,55.151028,stop,stop
2394.282,-376.8354,stop,stop
1189.5862,590.6462,stop,stop
-1383.4392,2041.6234,stop,stop
459.7541,1139.8252,stop,stop
3118.6897,-411.4021,stop,stop
-44.71514,-694.6739,stop,stop
381.216,1620.7051,stop,stop
-1942.3396,2171.5962,stop,stop
-682.4295,-2011.0912,stop,stop
1210.0352,88.93369,stop,stop
561.4858,126.24928,stop,stop
519.4777,860.45746,stop,stop
-674.2679,922.333,stop,stop
-194.89679,-772.2517,stop,stop
177.6872,-1862.3795,stop,stop
371.50507,1812.4757,stop,stop
-425.29034,1334.0049,stop,stop
-399.20538,-1302.8568,stop,stop
-535.4837,184.63376,stop,stop
-667.368,-1094.5957,stop,stop
373.22772,67.43833,stop,stop
-2356.953,1033.9192,stop,stop
68.36689,-355.2728,stop,stop
439.88348,-936.782,stop,stop
902.87006,87.433624,stop,stop
1281.5,-779.1009,stop,stop
-1253.1643,74.21034,go,stop
-709.88214,-1161.4362,stop,stop
-1008.7674,1564.4751,stop,stop
891.1567,-1061.3936,stop,stop
280.73065,728.73975,stop,stop
-442.6053,44.248375,stop,stop
-771.971,1864.951,stop,stop
-195.6087,75.02099,stop,stop
2285.639,820.46655,down,stop
1572.6575,-1252.824,stop,stop
265.18427,1345.8468,stop,stop
-1095.1946,-928.71387,stop,stop
-625.7161,86.86988,stop,stop
-1686.5237,1416.6467,stop,stop
200.466,-960.9905,stop,stop
1492.2485,100.831665,stop,stop
582.23627,-443.1386,stop,stop
-1428.7351,-73.57305,stop,stop
1426.1343,117.554344,stop,stop
-743.3875,1331.7202,stop,stop
642.9733,819.1483,stop,stop
680.9648,-948.60754,stop,stop
-1564.7751,-1795.253,stop,stop
-205.57013,481.086,stop,stop
275.57977,472.44995,stop,stop
-703.17365,1677.3835,stop,stop
1090.5706,1498.3212,stop,stop
317.39618,70.89197,stop,stop
1495.7314,-635.7994,stop,stop
1865.9214,-390.9479,stop,stop
701.47284,17.368273,stop,stop
-201.77179,-621.0518,stop,stop
-217.55695,-449.5666,stop,stop
2551.504,120.0853,stop,stop
-1928.0051,1786.1902,stop,stop
-400.10382,1922.2377,stop,stop
436.66864,-118.5651,down,stop
-656.8636,659.1878,stop,stop
-2444.6467,1661.1049,stop,stop
-437.82794,191.08818,down,stop
-1491.0447,-362.549,no,stop
-3157.804,88.36218,up,stop
400.49188,-1239.3156,stop,stop
-1410.2688,313.407,stop,stop
-1547.3206,1274.7098,stop,stop
257.10956,-1308.0516,stop,stop
96.19013,-1443.5684,stop,stop
1140.9729,119.09109,stop,stop
1060.5408,435.499,stop,stop
654.3908,-546.5862,stop,stop
-252.45099,-1153.9557,stop,stop
-445.8958,912.3074,stop,stop
1386.9426,-916.47296,stop,stop
65.31904,70.63794,stop,stop
574.394,1239.0089,stop,stop
-448.13995,-932.7887,stop,stop
-2469.5652,-968.1487,stop,stop
2230.877,70.520584,stop,stop
1202.9387,-724.1412,stop,stop
-386.92218,1652.1447,stop,stop
-221.06232,2076.9148,stop,stop
-1025.4729,-1061.4188,stop,stop
461.45282,1345.8202,stop,stop
-92.75567,917.853,stop,stop
652.01556,-531.5735,stop,stop
-2926.64,56.731743,stop,stop
-1367.7849,-405.22598,stop,stop
627.5146,483.12732,stop,stop
33.3332,-1509.7468,stop,stop
1224.5293,-95.018074,stop,stop
-552.37335,153.30038,stop,stop
-1108.3469,-1248.6395,stop,stop
107.251656,-1574.3508,stop,stop
1185.4863,-954.4752,stop,stop
528.2751,-1137.5471,stop,stop
561.62103,-1092.7303,stop,stop
695.59296,-1643.0499,stop,stop
1173.4102,86.52109,stop,stop
1963.0371,-911.2792,stop,stop
21.174994,1464.3865,stop,stop
-53.13848,-554.5136,stop,stop
307.7121,711.2296,stop,stop
-1017.05255,820.6873,stop,stop
1575.8345,1116.2504,stop,stop
-262.8592,1099.7205,stop,stop
991.60297,1019.24164,stop,stop
-278.99982,-549.6242,stop,stop
-266.29572,700.99066,stop,stop
663.41986,61.302414,go,stop
1589.2932,-392.77094,stop,stop
1009.29584,-919.0061,stop,stop
-1183.4666,278.56326,stop,stop
-115.77422,386.0156,stop,stop
-972.14484,-1402.0656,stop,stop
-901.52423,-1895.2058,stop,stop
2098.471,128.68327,stop,stop
-540.91876,-1204.689,stop,stop
1146.708,-651.11774,stop,stop
1910.1594,1048.1674,stop,stop
483.02216,1218.9579,stop,stop
-1518.1843,77.237434,up,stop
-346.8509,71.65366,stop,stop
-184.3631,-61.472507,stop,stop
1868.8494,1094.39,stop,stop
547.0163,-1228.4481,stop,stop
-527.1707,-219.35736,stop,stop
2111.955,211.75612,stop,stop
-2543.9333,1020.22546,stop,stop
391.61005,-836.8373,stop,stop
409.07147,233.19539,no,stop
-1130.0139,-878.6012,stop,stop
-1839.7834,-261.6818,left,stop
-1226.2444,-1140.674,stop,stop
-660.4085,-239.987,stop,stop
1340.0073,-655.1958,stop,stop
1140.1924,-572.8068,stop,stop
1522.3193,625.98315,stop,stop
-582.71466,-1347.2892,stop,stop
977.29706,-809.6032,stop,stop
-2612.279,1059.5026,stop,stop
-882.25275,1410.9603,stop,stop
-499.20148,-1991.3344,stop,stop
1847.1016,527.5602,stop,stop
-470.50275,1235.2656,stop,stop
2325.8972,-126.30839,stop,stop
752.2192,-430.19122,stop,stop
1603.7974,-699.55035,stop,stop
-124.96075,-247.62271,stop,stop
543.48846,49.458435,up,stop
372.59344,-461.0396,stop,stop
-1267.4558,177.01117,stop,stop
-1027.2654,50.295177,stop,stop
-1401.4387,-1113.0511,stop,stop
19.483099,-694.5142,stop,stop
-1882.0413,923.8328,down,stop
-359.0008,1395.0548,stop,stop
-648.6053,1256.3444,stop,stop
-1621.6951,-1066.0304,stop,stop
1238.3103,800.7059,stop,stop
63.640327,-1359.0039,stop,stop
-430.92365,71.24774,stop,stop
706.6069,-753.9851,stop,stop
-129.88605,901.3933,stop,stop
2014.1829,-589.44916,stop,stop
171.54657,-548.5568,stop,stop
-2006.948,1382.7891,stop,stop
-556.7552,1113.8617,stop,stop
1333.2212,595.6118,stop,stop
124.75898,113.824936,stop,stop
-1257.096,-1039.8726,stop,stop
-1425.3645,1754.564,stop,stop
550.80975,412.07498,stop,stop
760.42303,85.32209,stop,stop
-471.00763,-743.35736,stop,stop
-1414.7229,565.4135,stop,stop
1606.5701,223.8332,stop,stop
1221.0122,1039.2617,stop,stop
-200.73712,-683.0714,stop,stop
826.43036,96.520256,stop,stop
-1342.8523,14.7848,stop,stop
393.67157,1443.5125,stop,stop
-4503.0366,19.057703,up,stop
-219.2713,42.91582,stop,stop
850.64984,-653.5844,stop,stop
1123.2224,1072.5294,stop,stop
73.177925,-1507.588,stop,stop
1143.383,-726.421,stop,stop
-1927.9441,186.43407,up,stop
-188.5086,1967.0275,stop,stop
341.9284,19.154459,stop,stop
1287.9221,1794.9398,stop,stop
1285.895,-29.89797,stop,stop
221.15448,121.75823,stop,stop
646.6181,-316.43216,stop,stop
162.4201,92.13052,stop,stop
-704.2493,1716.2479,stop,stop
-2154.9211,924.89935,stop,stop
718.93207,-828.14716,stop,stop
-358.23077,-883.88965,stop,stop
352.7375,-1017.7357,stop,stop
-1671.0769,-683.66235,stop,stop
-1067.0208,-2058.2092,stop,stop
-2801.3767,-410.58978,stop,stop
574.0805,661.28766,stop,stop
287.56708,993.1524,stop,stop
-1642.0339,1248.114,down,stop
675.404,100.35172,stop,stop
941.28436,-421.15717,stop,stop
-2145.0627,-619.05646,stop,stop
2316.2073,114.34226,stop,stop
-770.6683,-77.90681,stop,stop
-27.58233,-808.7126,stop,stop
645.6801,64.7688,down,stop
-2098.1125,-215.38922,stop,stop
2257.3838,125.30669,stop,stop
23.393255,-1330.9081,stop,stop
-768.826,-1540.7743,stop,stop
-298.22003,1469.9458,stop,stop
368.81122,1615.4215,stop,stop
-435.0755,-385.90018,stop,stop
1703.8193,-683.6883,stop,stop
212.28241,31.158197,stop,stop
-2004.4802,1379.2329,stop,stop
210.85858,-794.2703,stop,stop
1729.9824,-551.71136,stop,stop
-2562.1482,68.57306,go,stop
2133.9648,1096.8093,stop,stop
378.8952,1534.538,down,stop
-287.3211,1528.463,stop,stop
-26.62823,259.38174,stop,stop
259.94794,-1012.6117,stop,stop
-1051.7942,-191.63922,stop,stop
109.340034,1125.7903,stop,stop
-2090.4558,-207.97787,up,stop
1251.605,64.90533,stop,stop
1018.7094,-551.09515,stop,stop
-1188.6199,-1574.143,stop,stop
853.47284,652.94354,stop,stop
675.9709,77.37365,stop,stop
598.7736,-828.341,stop,stop
721.36224,517.3609,stop,stop
-1273.0051,611.5158,stop,stop
2637.0159,73.1907,stop,stop
1678.9307,90.86428,stop,stop
901.89667,1014.58124,stop,stop
76.39863,1294.0183,stop,stop
1622.1345,-114.53448,stop,stop
-59.24932,1315.6006,stop,stop
-544.3016,-615.77124,stop,stop
756.95795,-315.8173,stop,stop
1330.9275,57.63421,stop,stop
-940.6912,1320.9934,stop,stop
-498.24884,-783.5728,stop,stop
1533.1934,67.31352,stop,stop
1038.3364,-1063.8275,stop,stop
-660.1629,208.64714,stop,stop
120.396675,-317.3369,stop,stop
450.57733,54.733654,stop,stop
2282.482,-559.4384,stop,stop
841.19794,-958.2787,stop,stop
-1111.0652,-705.2585,stop,stop
473.3703,-161.98584,stop,stop
122.83369,-539.67474,stop,stop
2106.0835,-758.8225,stop,stop
896.5617,608.06616,stop,stop
-2596.2683,670.2772,stop,stop
284.92352,-733.53613,stop,stop
753.23944,660.8095,no,stop
914.215,-1041.5762,stop,stop
-794.033,-1133.9142,stop,stop
-503.29767,-572.1219,stop,stop
863.3034,-727.15643,stop,stop
711.15936,-874.4028,stop,stop
204.59198,-1522.7345,stop,stop
-1243.2131,2046.6284,stop,stop
803.55,-863.3983,stop,stop
-1201.992,-507.54865,stop,stop
1481.4792,84.02532,stop,stop
-866.87335,-1649.8708,down,stop
1537.7776,71.24802,stop,stop
-1910.8362,-1813.0597,stop,stop
-504.9334,-1913.5984,stop,stop
1286.4282,1232.7146,stop,stop
-594.74786,599.1384,stop,stop
807.53876,-944.13,stop,stop
341.75702,1408.0935,stop,stop
-296.37384,1063.1359,up,stop
-2563.7258,-6.7151237,up,stop
-1592.8977,-392.03622,stop,stop
-784.62775,1680.8025,stop,stop
-601.9676,-78.23261,stop,stop
-367.1966,1267.3767,stop,stop
310.1037,-2015.2721,stop,stop
1387.8262,380.181,stop,stop
-796.9266,1483.9683,stop,stop
378.76923,-603.74646,stop,stop
-602.7293,462.67615,stop,stop
1061.5547,-214.85513,stop,stop
1453.5718,889.47455,stop,stop
87.331245,328.87726,stop,stop
-1324.6677,-28.722113,stop,stop
553.57294,-542.6215,stop,stop
732.915,-1014.5668,stop,stop
-2247.7058,-581.55426,go,stop
1736.8228,79.521164,yes,stop
1132.218,-144.22598,stop,stop
-287.7835,-915.07385,stop,stop
-2039.656,823.10126,stop,stop
-397.6214,-573.86426,stop,stop
733.4328,1515.9479,stop,stop
2709.2346,892.7883,stop,stop
-1884.8684,-1483.5554,stop,stop
3013.0789,459.52148,stop,stop
2040.8867,-848.43805,stop,stop
-1556.9417,1745.8586,stop,stop
-509.58087,-1280.1768,stop,stop
332.18817,826.1725,stop,stop
-265.14874,-1063.2806,stop,stop
985.455,-105.85485,stop,stop
-1790.6262,1171.2555,up,stop
1118.4231,-707.8167,stop,stop
683.19916,859.9556,stop,stop
-1786.7537,68.229256,stop,stop
2518.8013,-812.9109,right,stop
3197.2192,-144.75244,stop,stop
-1922.9319,-964.79956,stop,stop
-582.93976,1736.109,stop,stop
-395.5042,-98.57964,stop,stop
934.09,-1880.4271,stop,stop
-2308.0774,-1820.8984,stop,stop
1319.2249,1569.9391,stop,stop
-892.2098,-210.04349,stop,stop
1269.4338,1214.5901,stop,stop
280.31854,-978.2229,stop,stop
-469.95197,-1300.9679,stop,stop
-2368.4504,1459.6805,stop,stop
426.89227,1129.2698,stop,stop
26.519232,-1533.5265,stop,stop
494.14667,767.5631,stop,stop
667.9008,1294.9486,stop,stop
-579.7972,143.27791,stop,stop
814.3166,-1520.6123,stop,stop
146.48602,1065.0297,stop,stop
665.8554,1284.0272,stop,stop
1455.8335,-589.5665,stop,stop
-1084.6101,2268.4456,stop,stop
-1566.2126,-1044.452,stop,stop
1956.9929,1631.4258,stop,stop
1321.4268,741.0936,down,stop
-621.5623,1634.0328,stop,stop
-274.7674,1276.499,stop,stop
206.67938,954.51953,stop,stop
-660.8826,76.43182,up,stop
1568.9177,-564.3507,stop,stop
788.1252,185.74313,stop,stop
-669.35187,-678.95374,stop,stop
-311.7088,2167.6694,stop,stop
911.8698,1255.2771,stop,stop
-1759.3806,-320.156,stop,stop
560.94574,1425.4222,stop,stop
1051.6638,-538.4562,stop,stop
-487.52716,-1208.4792,stop,stop
-2462.0603,75.2093,up,stop
124.740425,-1115.2949,stop,stop
-166.57697,-1269.5466,stop,stop
162.06512,530.55597,stop,stop
-791.1995,-1118.8134,stop,stop
530.644,984.6623,stop,stop
980.76654,1302.0026,stop,stop
2246.3794,702.93994,stop,stop
-667.6136,741.48126,stop,stop
1378.2703,-431.19495,stop,stop
-848.79376,334.8768,down,stop
1048.5676,-705.14624,stop,stop
-779.55597,-809.5763,stop,stop
-884.4212,101.24626,stop,stop
220.75165,1188.9116,stop,stop
3.6510687,119.29908,stop,stop
2468.042,1224.0264,stop,stop
932.0207,1654.3932,stop,stop
185.23798,-202.6355,stop,stop
678.3703,-1294.0686,stop,stop
133.73602,-906.06805,stop,stop
1477.1909,73.064995,stop,stop
670.7314,-901.2264,stop,stop
-1096.6189,-841.80005,stop,stop
1195.1855,1576.6362,stop,stop
-371.56476,10.4200535,stop,stop
119.61445,76.540924,up,stop
-743.4412,1944.3628,stop,stop
-178.33185,1411.5527,stop,stop
758.664,68.04335,stop,stop
2940.5854,-830.01416,stop,stop
-534.71515,846.54376,stop,stop
1035.4463,1345.122,stop,stop
-320.74738,-483.5545,stop,stop
-882.9964,165.58669,stop,stop
928.96454,-962.91345,stop,stop
1894.9431,111.094696,stop,stop
2397.1768,135.84651,stop,stop
100.07978,1933.4717,stop,stop
-1884.6384,-391.26306,stop,stop
995.5859,-738.5661,stop,stop
257.1291,-1061.1366,stop,stop
-3090.1218,-1052.9932,down,stop
616.7785,1554.1105,left,stop
-2023.9392,1589.0657,stop,stop
-1370.2151,926.44836,stop,stop
463.50165,1045.7858,stop,stop
46.975777,688.2462,stop,stop
23.618353,36.022198,stop,stop
-962.89825,-84.912315,left,stop
-1493.2859,-141.69125,stop,stop
979.8676,-620.25635,stop,stop
-1409.2659,2274.0647,stop,stop
299.49432,1529.7534,stop,stop
-62.622856,-1303.1266,stop,stop
1275.9736,79.383736,yes,stop
182.1701,969.13666,stop,stop
-2267.765,1179.0538,stop,stop
705.342,638.12726,stop,stop
1742.3643,826.91223,stop,stop
-868.8636,-947.3635,stop,stop
688.84467,-594.7554,stop,stop
-2502.28,-952.4951,stop,stop
-1164.0461,1411.9498,stop,stop
905.4914,-790.8964,stop,stop
-308.92218,-1381.5643,stop,stop
856.26605,805.0765,stop,stop
-483.7752,-1265.6249,stop,stop
-341.21417,-1085.441,stop,stop
480.44745,-815.5415,stop,stop
-313.49786,1517.6387,stop,stop
-1426.3308,-1888.7274,stop,stop
923.08905,1623.8964,stop,stop
-359.1009,1735.2311,stop,stop
-1390.447,992.42786,stop,stop
296.60858,1542.9012,stop,stop
532.22894,-1210.0739,stop,stop
251.90839,-519.97,stop,stop
-1319.5901,370.7646,stop,stop
-271.24738,-310.0006,stop,stop
964.40497,-1154.9305,stop,stop
120.62519,354.7918,stop,stop
-1094.4661,1609.8229,stop,stop
524.6098,-372.47098,stop,stop
1380.992,-261.9249,stop,stop
-285.26154,1113.5355,stop,stop
-2983.7961,1757.8534,stop,stop
1127.9055,38.511494,stop,stop
923.3132,-642.9683,stop,stop
-812.6517,1424.8866,stop,stop
1533.7686,791.778,stop,stop
1695.4319,-391.64703,stop,stop
477.3083,770.7375,stop,stop
814.02045,-351.12973,stop,stop
-494.64435,-971.10205,stop,stop
333.3698,-834.5619,stop,stop
3632.0957,97.82139,stop,stop
3131.9663,109.04752,down,up
-3544.3396,-118.5779,go,up
-197.84308,-168.46051,up,up
324.91913,1428.0952,up,up
528.82294,-1041.3549,up,up
328.57684,69.635,up,up
-896.68097,39.137253,up,up
-242.15607,1465.1603,up,up
-2293.5237,1134.9572,up,up
-3106.8987,26.506807,up,up
-2586.658,952.94165,up,up
426.28485,-632.89966,up,up
612.07074,285.5592,up,up
-473.6541,1558.6333,up,up
518.3598,-678.01196,up,up
-913.96515,1385.7866,up,up
-27.384577,1058.5731,up,up
-3636.1575,-1436.6802,up,up
-2137.4978,640.20386,up,up
-716.618,-1190.9613,up,up
186.34149,580.0505,up,up
-1886.5149,-1373.8383,up,up
764.9687,47.17024,stop,up
-2669.693,-1932.5898,up,up
699.3974,-913.7046,up,up
1289.5842,-395.02682,up,up
-63.62725,-541.7961,up,up
-3127.3918,-163.43665,up,up
-2353.2708,1682.5416,up,up
1148.0391,-388.1949,up,up
-1484.5989,-851.0041,up,up
535.4963,75.30517,up,up
235.07782,495.91907,up,up
1414.4946,-347.2332,up,up
-296.16583,56.291584,up,up
-6.06524,-407.82437,up,up
1053.0251,-458.07172,up,up
-1754.9641,-1211.4915,up,up
960.1032,87.35483,up,up
327.46747,113.941154,up,up
797.47406,-1250.2478,up,up
2892.431,498.24713,up,up
-7.737603,896.7362,up,up
-495.14288,73.88126,up,up
-1400.075,661.6202,up,up
-595.3851,1614.0199,up,up
-617.27814,-1004.4098,up,up
-3131.03,-577.6969,up,up
454.86542,-741.8981,up,up
1293.9939,-148.11317,up,up
-713.34357,-1410.26,up,up
-1954.471,36.920757,up,up
1078.4397,73.73253,up,up
-2135.3137,-1375.588,up,up
-1653.1467,-134.56769,up,up
-6.825982,-654.3229,down,up
1381.3362,73.78365,up,up
263.10468,327.5033,up,up
-142.03986,438.81192,right,up
185.66669,-276.56445,up,up
-1487.5476,304.63498,up,up
2460.2798,116.14798,down,up
-1701.0549,-1098.4463,up,up
-273.50275,1573.219,up,up
